Id2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,hh_total,hh_avg_inc
3.6085E+11,46,0,14,7,0,11,10,13,12,23,17,19,45,41,20,25,303,74250
3.6085E+11,26,6,13,0,0,17,22,0,0,5,9,62,23,32,19,35,269,86125
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,32,34,98,27,33,32,45,30,34,95,107,154,101,138,33,35,1028,69191
3.6085E+11,6,33,62,0,17,17,7,26,0,82,35,78,12,17,88,24,504,60278
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,37,15,56,39,53,20,41,46,0,85,138,145,37,43,118,54,927,71375
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,0,14,0,0,14,0,26,0,0,57,0,43,19,64,11,15,263,82440
3.6085E+11,64,0,56,0,42,0,0,27,0,45,0,11,9,31,44,0,329,40231
3.6085E+11,137,90,177,78,33,27,0,0,41,93,72,123,19,0,16,0,906,21944
3.6085E+11,26,15,16,0,17,13,50,0,36,108,51,64,106,192,47,78,819,101350
3.6085E+11,13,10,13,15,0,8,8,4,27,6,0,33,42,17,33,32,261,95179
3.6085E+11,15,7,9,5,17,8,9,5,22,0,14,32,24,39,83,34,323,121964
3.6085E+11,22,26,14,10,9,33,30,0,14,0,137,65,105,50,43,0,558,73462
3.6085E+11,62,15,18,30,0,0,20,16,0,137,98,54,118,81,87,53,789,74946
3.6085E+11,15,17,0,44,27,9,16,20,0,17,93,93,139,48,25,118,681,93250
3.6085E+11,10,12,8,9,25,0,0,43,10,29,21,58,53,60,58,31,427,96131
3.6085E+11,39,86,19,0,8,11,36,13,13,60,64,113,132,75,93,72,834,93302
3.6085E+11,6,11,33,45,25,0,28,27,0,79,20,102,81,49,9,14,529,68813
3.6085E+11,214,103,111,28,11,39,0,23,13,0,12,12,11,5,0,0,582,13818
3.6085E+11,58,5,48,0,0,0,0,0,2,0,30,38,0,10,0,0,191,-
3.6085E+11,67,26,51,20,0,0,0,14,9,0,8,43,9,16,8,0,271,-
3.6085E+11,68,0,19,32,27,37,32,28,23,34,13,45,21,17,39,27,462,42353
3.6085E+11,71,13,16,16,58,0,34,0,13,0,60,76,96,0,36,45,534,71250
3.6085E+11,14,17,0,19,9,8,18,9,38,17,39,24,81,37,37,40,407,95375
3.6085E+11,51,21,40,18,9,0,9,32,0,51,53,83,40,14,85,37,543,74132
3.6085E+11,0,0,0,16,34,49,0,0,11,0,0,56,11,36,59,65,337,100568
3.6085E+11,0,25,43,29,22,0,18,14,0,0,81,67,10,29,50,113,501,77930
3.6085E+11,0,26,38,13,63,76,5,0,0,11,69,66,89,23,57,96,632,80238
3.6085E+11,12,14,31,48,0,0,39,0,0,0,47,39,87,56,29,53,455,91979
3.6085E+11,74,0,38,0,0,0,12,0,0,14,36,45,73,86,36,30,444,103077
3.6085E+11,10,21,27,17,11,0,24,5,42,24,28,33,65,33,57,29,426,75833
3.6085E+11,19,20,5,10,66,3,30,22,12,58,21,41,48,24,51,8,438,54224
3.6085E+11,13,46,0,15,42,67,18,15,0,26,88,76,89,30,61,15,601,69632
3.6085E+11,0,47,0,134,28,70,14,0,32,78,71,49,32,136,76,0,767,54271
3.6085E+11,61,0,31,0,0,15,82,0,38,46,57,104,112,50,108,112,816,99058
3.6085E+11,0,11,31,17,0,39,29,0,0,27,26,54,72,19,33,34,392,79405
3.6085E+11,37,8,15,7,20,0,8,40,0,44,16,63,116,17,134,60,585,111063
3.6085E+11,27,0,16,10,31,0,40,0,0,17,78,193,183,55,69,77,796,94231
3.6085E+11,0,68,44,0,0,24,14,12,18,59,0,66,165,14,98,35,617,100365
3.6085E+11,32,19,28,51,30,23,12,58,0,20,52,95,179,70,118,38,825,97232
3.6085E+11,0,0,0,0,0,18,0,0,0,31,10,220,53,42,50,82,506,89100
3.6085E+11,0,0,33,0,0,28,0,17,0,0,0,100,167,26,116,13,500,103977
3.6085E+11,30,47,35,10,120,48,83,15,33,93,129,213,153,63,96,76,1244,69500
3.6085E+11,9,0,15,32,0,0,20,16,16,20,36,141,59,37,49,17,467,87240
3.6085E+11,0,10,38,18,10,10,36,30,9,58,49,66,93,65,89,9,590,82262
3.6085E+11,9,25,4,12,8,0,23,0,0,51,28,181,72,92,54,39,598,94630
3.6085E+11,0,0,6,8,0,0,0,22,0,0,40,38,9,22,36,81,262,139167
3.6085E+11,52,15,0,31,0,9,0,9,16,14,68,127,98,94,103,78,714,106111
3.6085E+11,0,0,0,42,6,8,0,19,26,52,41,86,39,13,23,10,365,63472
3.6085E+11,28,0,16,67,0,0,0,86,23,0,77,92,54,60,86,13,602,75400
3.6085E+11,0,0,13,0,0,37,0,0,21,0,0,13,24,77,0,21,206,114659
3.6085E+11,24,0,0,13,9,0,0,0,18,0,0,56,28,12,15,110,285,119018
3.6085E+11,0,0,0,13,14,0,28,0,0,13,57,51,17,83,51,60,387,125083
3.6085E+11,163,13,0,0,0,0,14,13,0,41,53,0,55,46,11,21,430,55732
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,44,68,16,56,15,94,17,0,0,76,42,27,50,14,119,46,684,54118
3.6085E+11,51,0,17,0,0,0,0,0,0,0,51,63,36,0,47,71,336,88939
3.6085E+11,0,19,0,0,15,16,0,15,24,14,14,46,230,29,46,30,498,106071
3.6085E+11,0,14,19,0,15,0,0,0,16,17,0,34,41,0,149,19,324,150833
3.6085E+11,0,0,16,0,18,0,0,17,0,19,71,36,48,62,0,34,321,85329
3.6085E+11,0,0,0,0,0,0,0,16,23,12,21,36,20,64,109,0,301,137839
3.6085E+11,11,28,0,14,27,41,6,9,8,22,50,35,19,8,36,8,322,51932
3.6085E+11,0,7,0,0,19,0,7,8,0,7,21,18,70,34,57,19,267,115568
3.6085E+11,0,0,6,0,7,0,0,0,7,8,91,40,77,0,0,23,259,82188
3.6085E+11,0,8,11,6,6,0,0,0,0,20,30,65,41,64,34,15,300,105417
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,18,56,0,36,0,21,33,0,0,33,40,47,54,37,47,35,457,74034
3.6085E+11,55,0,0,13,41,0,10,88,0,29,34,87,98,78,83,20,636,85735
3.6085E+11,15,12,0,19,0,22,10,9,0,27,53,132,51,93,79,106,628,114286
3.6085E+11,22,20,11,16,0,2,33,40,4,20,44,95,28,14,42,67,458,76932
3.6085E+11,44,45,30,16,31,22,43,12,19,65,26,129,39,39,77,26,663,62933
3.6085E+11,9,0,16,0,14,30,66,11,11,54,56,162,78,78,127,103,815,94975
3.6085E+11,47,38,9,33,33,24,0,51,23,41,48,112,133,95,112,58,857,97939
3.6085E+11,35,25,10,27,11,19,47,25,57,50,49,95,127,117,76,7,777,85101
3.6085E+11,106,29,35,7,41,12,0,48,27,95,103,165,136,118,91,22,1035,76813
3.6085E+11,13,17,52,0,0,22,24,11,0,49,132,125,80,155,109,77,866,95192
3.6085E+11,13,15,12,15,81,49,0,52,0,10,133,99,60,62,74,39,714,66705
3.6085E+11,70,14,0,57,0,52,0,46,29,187,37,87,80,46,128,150,983,72404
3.6085E+11,0,37,18,0,0,0,42,11,6,0,43,17,29,47,52,74,376,101207
3.6085E+11,22,17,52,6,10,20,42,8,7,12,78,88,122,30,44,104,662,97054
3.6085E+11,9,15,0,17,9,0,0,8,0,99,43,60,106,99,47,51,563,104234
3.6085E+11,12,17,0,0,0,0,174,0,0,0,124,134,153,124,95,7,840,95566
3.6085E+11,0,10,0,0,15,26,91,0,43,49,89,88,168,34,63,55,731,83882
3.6085E+11,103,9,21,43,14,101,68,12,0,124,108,141,119,54,93,104,1114,66536
3.6085E+11,31,22,25,13,0,21,14,0,0,0,60,27,49,64,87,21,434,108611
3.6085E+11,27,33,42,14,7,49,31,17,34,107,57,155,122,72,163,71,1001,85474
3.6085E+11,70,20,41,33,16,0,52,18,33,30,45,70,111,34,41,97,711,70938
3.6085E+11,54,7,27,18,37,33,15,10,7,27,55,82,65,16,89,20,562,71522
3.6085E+11,13,21,25,0,7,38,48,40,6,28,101,48,48,52,58,73,606,71518
3.6085E+11,62,0,0,7,0,0,55,0,8,6,25,72,50,59,99,19,462,96833
3.6085E+11,3,12,9,33,29,8,30,0,0,31,38,69,27,31,89,60,469,84784
3.6085E+11,202,96,68,19,6,9,13,26,13,14,8,41,0,0,0,0,515,12975
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,0,0,17,15,8,22,0,34,69,27,28,33,87,42,40,61,483,97604
3.6085E+11,9,0,0,70,0,0,6,23,22,0,16,46,36,35,0,15,278,73250
3.6085E+11,17,8,9,0,32,0,27,16,0,23,19,35,45,25,9,183,448,122813
3.6085E+11,7,0,0,21,0,0,0,0,9,33,50,7,32,64,57,140,420,137024
3.6085E+11,0,0,0,0,18,0,16,0,0,0,0,18,12,0,13,57,134,155577
3.6085E+11,16,19,11,19,0,0,0,55,18,73,9,76,82,129,32,132,671,101391
3.6085E+11,0,0,58,18,30,20,18,0,0,0,17,12,18,15,198,267,671,175417
3.6085E+11,0,8,0,12,36,9,20,79,72,0,37,53,70,35,10,83,524,73690
3.6085E+11,0,0,0,0,18,0,21,0,11,28,38,57,26,0,12,87,298,79255
3.6085E+11,0,30,30,0,0,0,0,0,0,0,0,0,9,19,0,0,88,-
3.6085E+11,28,23,17,25,0,0,0,0,16,0,0,0,0,0,0,0,109,16094
3.6085E+11,64,0,10,9,20,15,0,30,0,11,56,25,125,54,145,115,679,123008
3.6085E+11,19,0,0,0,10,0,0,0,13,16,12,41,17,6,6,122,262,-
3.6085E+11,15,12,13,0,0,0,10,14,6,20,48,32,45,24,20,43,302,90625
3.6085E+11,23,6,29,26,4,11,18,0,18,6,19,38,35,23,39,32,327,76750
3.6085E+11,108,10,0,0,0,0,13,41,60,20,160,60,38,38,36,68,652,64773
3.6085E+11,11,27,0,11,0,0,9,12,29,16,71,0,61,68,74,97,486,123571
3.6085E+11,0,38,43,14,8,34,0,51,0,15,12,8,94,45,64,69,495,101056
3.6085E+11,59,0,0,0,85,28,52,14,28,38,0,113,84,41,65,82,689,97706
3.6085E+11,211,13,54,53,49,41,12,15,14,134,93,52,164,46,59,32,1042,55369
3.6085E+11,79,16,70,46,53,0,0,0,12,77,158,146,113,79,31,112,992,71328
3.6085E+11,8,0,7,31,8,43,8,7,23,16,39,40,56,32,8,28,354,69907
3.6085E+11,19,25,46,13,10,14,0,33,24,0,70,55,36,21,184,80,630,106364
3.6085E+11,18,36,14,33,0,60,109,45,31,60,19,78,92,57,44,31,727,52792
3.6085E+11,0,17,25,4,15,0,0,0,7,5,52,35,22,28,79,68,357,123542
3.6085E+11,5,0,6,0,20,16,13,6,0,14,85,53,20,58,25,34,355,77404
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,-
3.6085E+11,36,0,27,12,36,28,12,63,54,31,109,168,207,61,67,180,1091,91484
3.6085E+11,0,0,30,0,0,13,0,12,0,88,11,79,77,64,0,72,446,90417
3.6085E+11,11,14,14,37,29,0,0,32,14,13,50,85,47,77,150,69,642,101618
3.6085E+11,25,3,0,8,44,7,0,19,56,5,30,117,36,62,46,38,496,85517
3.6085E+11,57,0,0,10,8,20,19,8,0,32,24,46,31,53,42,21,371,82813
3.6085E+11,34,39,16,17,9,7,0,47,0,61,12,49,24,29,66,43,453,59453
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,80,37,0,11,48,10,25,11,10,33,25,88,36,36,31,19,500,52368
3.6085E+11,113,0,0,48,0,37,0,21,0,0,17,38,34,12,15,0,335,30602
3.6085E+11,20,29,10,33,23,33,19,0,0,32,57,49,0,17,22,0,344,53750
3.6085E+11,269,34,42,33,38,37,0,33,0,22,64,17,36,0,11,10,646,18690
3.6085E+11,42,58,11,59,0,0,26,0,0,16,33,156,130,0,54,34,619,79031
3.6085E+11,40,34,47,10,10,18,28,68,30,109,52,141,167,142,76,35,1007,81318
3.6085E+11,38,59,86,13,60,0,15,0,12,67,104,75,65,26,104,44,768,68784
3.6085E+11,0,12,0,43,78,41,0,0,7,38,55,120,13,99,161,189,856,125991
3.6085E+11,14,0,30,89,0,0,0,0,0,13,36,109,104,68,88,78,629,101506
3.6085E+11,0,43,34,38,50,13,58,35,28,37,41,129,173,138,82,127,1026,100547
3.6085E+11,62,0,0,29,0,13,14,0,0,12,67,65,120,17,85,58,542,101731
3.6085E+11,52,0,15,25,0,8,19,64,8,62,65,92,74,91,106,188,869,103393
3.6085E+11,17,0,24,53,11,13,22,36,18,28,80,96,94,37,113,49,691,92664
3.6085E+11,8,52,8,0,17,0,0,0,0,6,40,92,102,8,54,41,428,95455
3.6085E+11,98,0,11,10,51,0,8,7,12,20,17,23,7,9,59,0,332,-
3.6085E+11,0,0,32,9,35,0,41,0,0,30,28,0,0,11,14,6,206,36646
3.6085E+11,28,0,8,4,30,8,7,0,0,0,99,61,52,7,88,0,392,87143
3.6085E+11,73,7,10,0,0,43,0,0,0,12,12,0,27,35,17,10,246,-
3.6085E+11,10,15,15,9,43,35,10,0,0,56,31,6,12,45,0,8,295,56641
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,50,11,0,14,13,23,33,13,33,36,24,30,45,19,15,31,390,51250
3.6085E+11,49,0,9,24,5,20,18,33,18,35,74,66,35,39,16,30,471,64115
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,0,0,0,71,0,0,22,6,1,86,105,32,32,7,0,0,362,59265
3.6085E+11,0,28,0,16,19,0,0,0,18,91,76,73,218,29,190,89,847,103668
3.6085E+11,28,0,16,17,0,13,0,24,17,0,138,184,222,113,53,246,1071,113393
3.6085E+11,16,0,47,18,16,0,0,45,10,27,5,98,23,68,41,107,521,89705
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,19,-
3.6085E+11,155,20,28,32,19,29,0,35,0,48,155,184,75,143,30,34,987,72112
3.6085E+11,25,0,32,60,0,10,9,0,16,0,0,39,63,8,0,11,273,-
3.6085E+11,112,67,10,28,15,36,20,37,0,104,64,67,25,6,7,54,652,50125
3.6085E+11,27,7,0,0,19,3,0,10,0,10,89,55,48,68,20,7,363,85781
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,19,15,21,64,14,0,17,0,0,23,58,76,0,101,83,54,545,87604
3.6085E+11,18,0,24,49,17,18,0,0,81,17,65,184,55,124,0,97,749,77716
3.6085E+11,0,122,31,65,21,34,132,0,23,2,75,0,52,52,75,108,792,-
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,26,30,19,25,48,11,26,55,18,74,33,88,76,31,101,132,793,78542
3.6085E+11,10,27,36,36,16,10,9,37,45,45,40,116,8,84,97,143,759,86860
3.6085E+11,62,8,15,25,56,7,11,6,68,61,43,88,27,20,7,0,504,49583
3.6085E+11,23,22,20,31,28,19,10,4,10,11,55,67,34,26,103,14,477,76719
3.6085E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
3.6085E+11,17,78,14,17,11,7,10,26,11,70,12,111,27,9,64,30,514,59375
3.6085E+11,38,5,0,6,10,50,43,37,6,125,50,145,13,31,49,24,632,58571
3.6085E+11,0,51,9,23,0,0,41,35,5,0,15,94,36,104,67,52,532,98542
3.6085E+11,26,0,16,0,14,52,17,20,27,17,37,180,84,89,169,56,804,93750
3.6085E+11,0,38,44,42,0,0,0,12,98,0,0,106,74,9,27,69,519,93477
3.6085E+11,30,0,0,13,0,0,81,41,26,13,15,118,154,73,100,96,760,104329
3.6085E+11,107,25,26,8,0,16,11,15,7,9,29,75,22,31,20,17,418,45357
3.6085E+11,25,103,17,90,25,45,46,32,8,43,168,117,99,96,97,112,1123,71518
3.6085E+11,48,53,25,0,14,41,8,40,38,73,20,121,108,30,86,37,742,77292
3.6085E+11,18,0,0,0,18,0,0,45,23,71,0,78,77,48,71,47,496,95938
3.6085E+11,60,10,0,53,83,85,24,125,57,137,120,306,90,20,94,65,1329,63033
3.6085E+11,49,0,103,10,53,93,0,31,0,0,102,56,146,14,19,14,690,60278
3.6085E+11,33,94,19,57,27,38,104,0,54,127,52,88,131,134,0,0,958,51395
3.6085E+11,70,0,0,6,14,28,29,25,14,19,54,65,59,60,54,139,636,99583
3.6085E+11,9,16,38,42,9,33,34,16,9,37,87,110,200,66,97,44,847,91767
3.6085E+11,111,49,40,36,23,0,9,9,0,23,136,45,130,157,103,84,955,96705
3.6085E+11,0,0,23,15,0,0,29,16,10,92,43,9,24,42,59,47,409,70536
3.6085E+11,40,16,49,0,6,0,0,37,11,45,83,50,70,49,51,41,548,69767
3.6085E+11,25,9,10,35,51,0,0,29,0,22,71,35,89,49,107,6,538,77361
3.6085E+11,0,42,8,22,0,0,21,0,20,9,26,70,67,21,31,0,337,80670
3.6085E+11,0,9,6,9,8,0,6,0,4,5,60,73,32,30,29,9,280,96250
3.6085E+11,24,5,10,26,5,20,0,5,5,31,34,35,32,28,33,69,362,94000
